railway,station,x,y,tokyo
阪堺線,細井川,-398358,-145648,407661
阪堺線,船尾,-402365,-152125,413310
阪堺線,東湊,-401187,-150520,411727
阪堺線,安立町,-398476,-146116,407902
阪堺線,寺地町,-400530,-149568,410829
阪堺線,御陵前,-400789,-149877,411165
阪堺線,大小路,-400033,-148978,410188
阪堺線,住吉鳥居前,-398340,-145334,407558
阪堺線,花田口,-399798,-148695,409883
阪堺線,妙国寺前,-399624,-148488,409659
阪堺線,神明町,-399456,-148291,409443
上町線,帝塚山四丁目,-397602,-144801,406704
上町線,東天下茶屋,-396658,-143185,405360
上町線,北畠,-396959,-143752,405801
上町線,天王寺駅前,-396179,-141680,404497
上町線,住吉,-398251,-145131,407417
上町線,松虫,-396520,-142860,405139
上町線,帝塚山三丁目,-397426,-144481,406447
上町線,神ノ木,-397816,-144991,406961
上町線,阿倍野,-396310,-142169,404753
上町線,姫松,-397187,-144098,406113
神戸高速線,高速神戸,-426981,-136558,433047
神戸高速線,西元町,-426574,-136119,432548
神戸高速線,大開,-428246,-137432,434482
神戸高速線,新開地,-427507,-136917,433642
神戸高速線,高速長田,-429309,-137897,435625
神戸高速線,西代,-429959,-138367,436368
神戸高速線,元町,-425882,-135607,431756
阪神なんば線,千鳥橋,-401058,-137114,408035
阪神なんば線,西九条,-400354,-137436,407435
阪神なんば線,尼崎,-404607,-133272,410532
阪神なんば線,福,-402367,-135449,408889
阪神なんば線,伝法,-401604,-136657,408449
阪神なんば線,大物,-403829,-133536,409841
阪神なんば線,出来島,-402871,-134599,409169
武庫川線,武庫川,-407916,-133144,413715
武庫川線,洲先,-408262,-134169,414296
武庫川線,東鳴尾,-408134,-133760,414074
武庫川線,武庫川団地前,-408567,-134607,414697
本線,梅田,-397356,-135478,404042
本線,淀川,-400324,-135942,407031
本線,福島,-398208,-136048,405009
本線,野田,-399337,-136184,406136
本線,姫島,-400927,-135008,407385
本線,打出,-413871,-131403,419096
本線,甲子園,-409535,-132448,415123
本線,魚崎,-418172,-133314,423724
本線,西宮,-411651,-130938,416829
本線,住吉,-418942,-133237,424455
本線,芦屋,-414991,-131779,420273
本線,香櫨園,-412635,-131157,417838
本線,深江,-416127,-132306,421500
本線,青木,-417145,-132882,422624
本線,武庫川,-407777,-133129,413577
本線,出屋敷,-405773,-133248,411659
本線,大物,-403818,-133514,409825
本線,尼崎センタープール前,-406639,-133256,412502
本線,杭瀬,-402649,-133380,408658
本線,千船,-402067,-134079,408263
本線,久寿川,-410105,-132082,415591
本線,尼崎,-404607,-133272,410532
本線,鳴尾,-408902,-132952,414628
本線,今津,-410558,-131631,415927
本線,西灘,-422366,-133896,427938
本線,神戸三宮,-425087,-135092,430862
本線,石屋川,-420028,-133158,425492
本線,岩屋,-422910,-134041,428501
本線,大石,-421739,-133705,427283
本線,御影,-419459,-133006,424903
本線,春日野道,-423881,-134506,429553
本線,元町,-425882,-135607,431756
本線,新在家,-420853,-133423,426356
埼玉高速鉄道線,戸塚安行,-7185,-15632,19136
埼玉高速鉄道線,東川口,-8096,-13684,21148
埼玉高速鉄道線,南鳩ヶ谷,-8786,-20400,14590
埼玉高速鉄道線,鳩ヶ谷,-8779,-18767,16196
埼玉高速鉄道線,浦和美園,-9524,-11791,23203
埼玉高速鉄道線,赤羽岩淵,-10054,-24030,11422
埼玉高速鉄道線,川口元郷,-9342,-22175,12979
埼玉高速鉄道線,新井宿,-8601,-17419,17500
伊奈線,内宿,-21034,1556,39255
伊奈線,原市,-19044,-3991,33369
伊奈線,加茂宮,-19525,-7104,30732
伊奈線,沼南,-18922,-3194,34058
伊奈線,今羽,-19280,-5525,32057
伊奈線,吉野原,-19161,-4748,32719
伊奈線,大宮,-19051,-10209,27748
伊奈線,丸山,-18828,-2243,34907
伊奈線,伊奈中央,-19500,-38,37205
伊奈線,鉄道博物館,-19448,-8824,29159
伊奈線,東宮原,-19407,-6337,31373
伊奈線,羽貫,-20266,817,38282
伊奈線,志久,-19036,-975,36164
1条線,西8丁目,123275,784673,829557
1条線,西15丁目,122342,784441,829183
1条線,西4丁目,123691,784760,829708
1条線,中央区役所前,122889,784593,829417
山鼻西線,中央図書館前,122789,781580,826426
山鼻西線,西15丁目,122342,784441,829183
山鼻西線,西線11条,122417,783188,827957
山鼻西線,西線9条旭山公園通,122377,783556,828313
山鼻西線,ロープウェイ入口,122554,781970,826774
山鼻西線,電車事業所前,122595,781603,826418
山鼻西線,西線14条,122472,782710,827493
山鼻西線,西線16条,122512,782341,827134
山鼻西線,西線6条,122336,783922,828669
山鼻線,石山通,123126,781618,826516
山鼻線,資生館小学校前,123488,784337,829258
山鼻線,すすきの,123770,784391,829356
山鼻線,東屯田通,123501,781662,826618
山鼻線,山鼻9条,123541,783660,828598
山鼻線,中島公園通,123578,783315,828263
山鼻線,静修学園前,123673,782473,827446
山鼻線,中央図書館前,122789,781580,826426
山鼻線,行啓通,123630,782845,827807
山鼻線,山鼻19条,123716,782112,827096
山鼻線,幌南小学校前,123749,781806,826799
山鼻線,東本願寺前,123502,783959,828887
東西線,新さっぽろ,133686,782730,829328
東西線,二十四軒,120553,785988,830437
東西線,ひばりが丘,132923,781957,828438
東西線,東札幌,126385,784019,829402
東西線,円山公園,121063,784362,828908
東西線,南郷7丁目,128546,782780,828527
東西線,琴似,119797,786530,830857
東西線,大谷地,132009,781475,827810
東西線,西11丁目,122840,784722,829537
東西線,南郷13丁目,129533,782294,828208
東西線,西28丁目,120650,784936,829411
東西線,宮の沢,117597,788056,832036
東西線,大通,123727,784894,829846
東西線,バスセンター前,124506,785067,830139
東西線,発寒南,118627,787186,831329
東西線,南郷18丁目,130538,781713,827801
東西線,西18丁目,121948,784545,829224
東西線,菊水,125397,784610,829828
東西線,白石,127289,783432,828968
東豊線,学園前,125107,783543,828729
東豊線,大通,123969,784972,829960
東豊線,環状通東,125482,787403,832599
東豊線,美園,126503,782286,827710
東豊線,福住,127925,780719,826393
東豊線,豊平公園,125706,782932,828220
東豊線,栄町,124827,790796,835847
東豊線,さっぽろ,123842,785579,830540
東豊線,豊水すすきの,124119,784235,829256
東豊線,元町,125243,788694,833837
東豊線,北13条東,123906,786757,831713
東豊線,新道東,125007,789888,834979
東豊線,東区役所前,124745,786926,832013
東豊線,月寒中央,127405,781614,827192
南北線,平岸,125086,782088,827289
南北線,南平岸,125346,781216,826469
南北線,北24条,123057,788162,832970
南北線,大通,123713,784884,829834
南北線,自衛隊前,124863,778904,824110
南北線,さっぽろ,123581,785532,830453
南北線,すすきの,123822,784363,829336
南北線,北34条,122817,789324,834080
南北線,中の島,124496,782392,827495
南北線,幌平橋,124053,782692,827722
南北線,真駒内,124373,777248,822397
南北線,澄川,125040,780110,825328
南北線,麻生,122503,790233,834930
南北線,北12条,123386,786511,831390
南北線,北18条,123231,787280,832125
南北線,中島公園,123973,783608,828614
近鉄連絡線,近鉄富田,-290655,-105583,293266
三岐線,保々,-298131,-100865,299449
三岐線,伊勢治田,-302485,-91167,301733
三岐線,大安,-299808,-95835,300020
三岐線,北勢中央公園口,-298070,-99330,299054
三岐線,梅戸井,-298825,-97700,299444
三岐線,暁学園前,-294527,-102533,296312
三岐線,大矢知,-292058,-103798,294204
三岐線,山城,-296125,-102208,297794
三岐線,東藤原,-303881,-89491,302798
三岐線,西野尻,-304813,-87613,303381
三岐線,三里,-300428,-94070,300273
三岐線,丹生川,-302085,-92297,301554
三岐線,平津,-293404,-103056,295340
三岐線,西藤原,-305683,-86899,304115
北勢線,在良,-290998,-99548,292202
北勢線,東員,-296088,-97445,296715
北勢線,馬道,-287998,-99654,289301
北勢線,七和,-293527,-98532,294446
北勢線,阿下喜,-302043,-89679,301025
北勢線,穴太,-294439,-98091,295241
北勢線,大泉,-297584,-95502,297775
北勢線,西別所,-288984,-99735,290280
北勢線,麻生田,-300579,-91138,299856
北勢線,西桑名,-287307,-99145,288513
北勢線,星川,-292203,-99116,293282
北勢線,蓮花寺,-290315,-99701,291569
北勢線,楚原,-298410,-93734,298229
南リアス線,唐丹,175156,357294,431895
南リアス線,陸前赤崎,165089,342266,414039
南リアス線,吉浜,173141,351617,425897
南リアス線,恋し浜,171563,343041,417458
南リアス線,甫嶺,170712,345134,418994
南リアス線,綾里,170169,340782,414821
南リアス線,平田,177188,362211,437211
南リアス線,三陸,170935,347802,421508
南リアス線,盛,162440,344102,414628
南リアス線,釜石,175975,365249,439466
北リアス線,摂待,182281,424958,496788
北リアス線,一の渡,180933,411303,483657
北リアス線,佐羽根,180289,413986,485885
北リアス線,陸中宇部,166407,460473,524388
北リアス線,普代,175291,446255,514050
北リアス線,白井海岸,174955,449573,517038
北リアス線,岩泉小本,181876,428646,500050
北リアス線,堀内,172879,451671,518283
北リアス線,田老,182701,416344,488989
北リアス線,宮古,181459,406099,479067
北リアス線,野田玉川,170192,455038,520528
北リアス線,田野畑,179527,438757,508571
北リアス線,久慈,164979,466893,529993
北リアス線,陸中野田,169272,458719,523685
北リアス線,島越,180077,436709,506868
フラワー長井線,赤湯,27706,227222,264128
フラワー長井線,今泉,18507,228247,264130
フラワー長井線,荒砥,23133,242835,279105
フラワー長井線,梨郷,23236,228323,264688
フラワー長井線,おりはた,25369,229348,265950
フラワー長井線,西大塚,20300,228111,264168
フラワー長井線,長井,17559,233775,269550
フラワー長井線,蚕桑,18705,239879,275731
フラワー長井線,鮎貝,20823,242222,278262
フラワー長井線,あやめ公園,17490,234611,270376
フラワー長井線,南長井,17648,232786,268573
フラワー長井線,南陽市役所,27702,228140,265038
フラワー長井線,時庭,17218,230461,266219
フラワー長井線,羽前成田,17689,236497,272273
フラワー長井線,宮内,26494,229840,266574
フラワー長井線,白兎,18208,238598,274412
ユーカリが丘線,公園,28984,-29825,35401
ユーカリが丘線,中学校,28503,-28786,35086
ユーカリが丘線,井野,28513,-29587,34969
ユーカリが丘線,地区センター,29113,-30331,35463
ユーカリが丘線,ユーカリが丘,29281,-30767,35578
ユーカリが丘線,女子大,29109,-29004,35648
本線,大塩,-464765,-123650,467228
本線,別府,-456501,-129536,460294
本線,山陽魚住,-452017,-134318,456926
本線,尾上の松,-459128,-127362,462425
本線,伊保,-462129,-125151,464930
本線,飾磨,-472173,-121007,474015
本線,高砂,-460809,-126901,463980
本線,的形,-466225,-123499,468633
本線,藤江,-447977,-137398,453670
本線,板宿,-430952,-138571,437381
本線,西代,-429959,-138367,436368
本線,山陽曽根,-463356,-124152,465941
本線,播磨町,-454977,-131122,459133
本線,西江井ヶ島,-451473,-134740,456487
本線,白浜の宮,-469344,-122584,471524
本線,西二見,-454209,-132217,458614
本線,妻鹿,-470565,-121939,472605
本線,中八木,-448986,-136524,454456
本線,浜の宮,-457975,-128283,461481
本線,江井ヶ島,-450431,-135538,455646
本線,八家,-467944,-122970,470221
本線,東二見,-453242,-133037,457844
本線,亀山,-471992,-119797,473618
本線,山陽姫路,-470736,-117843,472034
本線,荒井,-461578,-126211,464597
本線,手柄,-471514,-118790,472968
本線,西新町,-445003,-139080,451160
本線,須磨浦公園,-434104,-140895,440997
本線,月見山,-432030,-139629,438680
本線,山陽垂水,-438416,-141649,445364
本線,大蔵谷,-442486,-139534,448817
本線,人丸前,-443013,-139402,449299
本線,舞子公園,-440215,-141019,446961
本線,滝の茶屋,-436645,-141521,443614
本線,東須磨,-431511,-139094,438049
本線,山陽明石,-443892,-139220,450112
本線,須磨寺,-432591,-140066,439329
本線,霞ヶ丘,-439422,-141491,446303
本線,山陽須磨,-432964,-140321,439753
本線,東垂水,-437511,-141687,444495
本線,林崎松江海岸,-446432,-138710,452465
本線,山陽塩屋,-435795,-141297,442735
本線,西舞子,-440717,-140497,447324
網干線,広畑,-476572,-120981,478337
網干線,平松,-479041,-121650,480886
網干線,山陽天満,-477509,-121102,479280
網干線,山陽網干,-480245,-122012,482135
網干線,夢前川,-475494,-120980,477276
網干線,西飾磨,-474375,-120522,476093
網干線,飾磨,-472173,-121007,474015
八栗ケーブル,八栗登山口,-524601,-167708,535304
八栗ケーブル,八栗山上,-524063,-167436,534716
高徳線,昭和町,-534049,-168412,544633
高徳線,讃岐牟礼,-523447,-169873,534730
高徳線,木太町,-529721,-170014,540838
高徳線,丹生,-509744,-179732,524124
高徳線,讃岐津田,-514472,-175733,527587
高徳線,讃岐相生,-498684,-185095,515045
高徳線,鶴羽,-512154,-176781,525635
高徳線,造田,-520261,-176005,533239
高徳線,栗林,-532153,-169830,543147
高徳線,三本松,-506773,-180225,521407
高徳線,引田,-500696,-183602,516537
高徳線,志度,-521199,-171665,533012
高徳線,讃岐白鳥,-503866,-181287,518915
高徳線,オレンジタウン,-520614,-173820,533006
高徳線,栗林公園北口,-533268,-169507,544147
高徳線,屋島,-526959,-169630,538068
高徳線,古高松南,-525823,-169212,536863
高徳線,神前,-518135,-176135,531224
高徳線,八栗口,-524435,-169515,535596
高徳線,高松,-532794,-167761,543257
高徳線,板東,-491405,-191788,510108
高徳線,阿波大宮,-496639,-188903,514219
高徳線,勝瑞,-489583,-194915,509349
高徳線,吉成,-489403,-195988,509517
高徳線,阿波川端,-493573,-192388,512356
高徳線,池谷,-489400,-192157,508315
高徳線,板野,-495326,-193069,514233
高徳線,徳島,-487744,-200977,509550
高徳線,佐古,-488913,-200227,510412
土讃線,金蔵寺,-558161,-177697,570295
土讃線,多度津,-559873,-175019,571289
土讃線,善通寺,-557196,-179784,569888
土讃線,阿波川口,-562158,-209182,582803
土讃線,土佐大津,-577979,-251422,611577
土讃線,入明,-585641,-251999,618951
土讃線,佃,-552171,-202110,571170
土讃線,円行寺口,-586538,-252111,619830
土讃線,三縄,-558837,-204574,578266
土讃線,高知商業前,-588757,-252800,622150
土讃線,土佐穴内,-568810,-229364,595442
土讃線,黒川,-554988,-190720,570645
土讃線,琴平,-554486,-184165,568405
土讃線,高知,-584439,-252110,617864
土讃線,土佐山田,-571010,-248432,604001
土讃線,豊永,-562788,-227757,589225
土讃線,讃岐財田,-555591,-192433,571695
土讃線,大田口,-565939,-228835,592555
土讃線,朝倉,-589914,-253486,623474
土讃線,土佐一宮,-581197,-250960,614425
土讃線,箸蔵,-552944,-201187,571639
土讃線,薊野,-582765,-250934,615884
土讃線,角茂谷,-569697,-238628,599367
土讃線,土佐長岡,-573198,-250020,606610
土讃線,小歩危,-562046,-213694,584063
土讃線,坪尻,-555157,-199545,573283
土讃線,祖谷口,-559712,-208326,580213
土讃線,旭,-587731,-252813,621193
土讃線,土佐岩原,-559978,-225048,585685
土讃線,土佐北川,-570146,-236478,599062
土讃線,繁藤,-570013,-240325,600244
土讃線,阿波池田,-557107,-202443,575988
土讃線,山田西町,-571714,-248677,604746
土讃線,布師田,-580016,-251417,613481
土讃線,大歩危,-561566,-218946,585238
土讃線,新改,-569697,-243769,601136
土讃線,大杉,-571873,-231223,598944
土讃線,塩入,-552079,-188326,567194
土讃線,後免,-574877,-251320,608641
土讃線,土佐加茂,-605419,-255648,638761
土讃線,六反地,-621417,-283828,663847
土讃線,岡花,-602566,-255117,635900
土讃線,枝川,-593358,-253375,626661
土讃線,西佐川,-608703,-256660,642192
土讃線,窪川,-624767,-289124,668949
土讃線,佐川,-608220,-258079,642231
土讃線,安和,-612308,-272688,651260
土讃線,伊野,-595076,-253630,628360
土讃線,須崎,-608938,-270026,647152
土讃線,影野,-620927,-282304,662822
土讃線,仁井田,-622300,-285660,665354
土讃線,土佐久礼,-615613,-276718,655814
土讃線,大間,-609345,-268412,646946
土讃線,多ノ郷,-608677,-268043,646190
土讃線,吾桑,-608444,-265870,645190
土讃線,襟野々,-607581,-259400,642092
土讃線,日下,-600676,-254845,634033
土讃線,斗賀野,-608991,-260790,643901
土讃線,波川,-596631,-253944,629927
土讃線,土佐新荘,-610391,-270644,648729
徳島線,鴨島,-505803,-200115,526381
徳島線,川田,-519897,-200735,539971
徳島線,貞光,-533471,-202421,553412
徳島線,下浦,-499830,-201111,521032
徳島線,石井,-497675,-200917,518928
徳島線,麻植塚,-503930,-200059,524586
徳島線,府中,-494080,-200672,515445
徳島線,阿波半田,-535589,-202115,555338
徳島線,鮎喰,-491911,-200433,513314
徳島線,学,-512319,-201547,533019
徳島線,三加茂,-543682,-202228,563094
徳島線,西麻植,-507632,-200144,528127
徳島線,小島,-528977,-201453,548836
徳島線,阿波加茂,-545722,-202006,564976
徳島線,蔵本,-490789,-200273,512201
徳島線,穴吹,-523691,-201132,543704
徳島線,牛島,-501988,-199990,522722
徳島線,山瀬,-515126,-201116,535551
徳島線,江口,-541406,-202210,560916
徳島線,阿波川島,-509124,-201252,529892
徳島線,辻,-550694,-202561,569890
徳島線,阿波山川,-517181,-201561,537643
徳島線,佐古,-488913,-200227,510412
徳島線,佃,-552171,-202110,571170
内子線,喜多山,-671447,-250153,699375
内子線,五十崎,-669090,-249798,697022
内子線,内子,-668079,-248594,695689
内子線,新谷,-672644,-249988,700462
本四備讃線,宇多津,-554432,-171432,565138
本四備讃線,児島,-553954,-154006,560711
牟岐線,田井ノ浜,-486442,-234648,520305
牟岐線,羽ノ浦,-481506,-214348,508227
牟岐線,由岐,-485710,-234331,519507
牟岐線,新野,-484524,-226505,515450
牟岐線,南小松島,-484855,-208795,509438
牟岐線,桑野,-483160,-223469,513060
牟岐線,見能林,-478027,-220572,507221
牟岐線,阿波赤石,-483246,-211546,508875
牟岐線,阿波福井,-484194,-229055,516098
牟岐線,阿南,-478378,-218758,506886
牟岐線,立江,-483035,-212833,509126
牟岐線,阿波橘,-479559,-222113,509212
牟岐線,阿波中島,-478035,-216314,505684
牟岐線,西原,-479825,-215439,507043
牟岐線,阿波海南,-509077,-252024,547928
牟岐線,地蔵橋,-488412,-206293,511938
牟岐線,中田,-486449,-208196,510732
牟岐線,阿波富田,-487415,-202152,509623
牟岐線,日和佐,-491664,-239276,526909
牟岐線,浅川,-508231,-249798,546271
牟岐線,北河内,-491153,-237702,525829
牟岐線,山河内,-495949,-240584,531366
牟岐線,木岐,-487838,-235268,521832
牟岐線,二軒屋,-488282,-203117,510760
牟岐線,辺川,-500749,-242608,536575
牟岐線,鯖瀬,-505631,-247726,543066
牟岐線,文化の森,-488673,-204286,511516
牟岐線,牟岐,-502429,-245033,539066
牟岐線,海部,-509045,-253454,548467
牟岐線,徳島,-487744,-200977,509550
鳴門線,鳴門,-481862,-189623,500363
鳴門線,金比羅前,-484104,-190558,502784
鳴門線,撫養,-482612,-190254,501271
鳴門線,教会前,-484834,-190760,503541
鳴門線,阿波大谷,-488304,-191647,507115
鳴門線,立道,-486673,-191283,505452
鳴門線,池谷,-489352,-192158,508270
予讃線,多度津,-559873,-175019,571289
予讃線,高松,-532794,-167761,543257
予讃線,鴨川,-545988,-171865,557055
予讃線,香西,-536108,-168596,546675
予讃線,宇多津,-554432,-171432,565138
予讃線,坂出,-550418,-170904,561115
予讃線,端岡,-540208,-172408,551590
予讃線,鬼無,-537711,-170283,548643
予讃線,八十場,-547830,-171077,558648
予讃線,讃岐塩屋,-557932,-173595,569059
予讃線,国分,-542662,-172764,554055
予讃線,讃岐府中,-544373,-173685,555942
予讃線,丸亀,-556421,-172911,567426
予讃線,津島ノ宮,-564968,-178395,577061
予讃線,詫間,-566159,-180194,578664
予讃線,海岸寺,-562532,-176817,574309
予讃線,川之江,-578344,-202514,596357
予讃線,観音寺,-570190,-190774,585298
予讃線,箕浦,-574104,-199061,591320
予讃線,伊予寒川,-585697,-207284,604759
予讃線,高瀬,-564754,-184507,578406
予讃線,比地大,-566751,-186239,580784
予讃線,豊浜,-571570,-195604,587931
予讃線,伊予三島,-581700,-206234,600629
予讃線,本山,-567243,-188462,581843
予讃線,みの,-564617,-182056,577644
予讃線,伊予北条,-652816,-202327,668102
予讃線,伊予横田,-658831,-224269,679716
予讃線,中萩,-608871,-210474,627891
予讃線,伊予土居,-592483,-207858,611429
予讃線,伊予亀岡,-643044,-193954,656566
予讃線,大西,-637864,-192947,651297
予讃線,伊予小松,-621754,-212834,640920
予讃線,赤星,-589751,-207158,608611
予讃線,伊予和気,-656683,-211368,674159
予讃線,伊予富田,-630683,-196748,645278
予讃線,玉之江,-623269,-211044,641882
予讃線,菊間,-646262,-196020,660191
予讃線,松山,-656098,-216967,675083
予讃線,光洋台,-654503,-207358,671012
予讃線,柳原,-653137,-204470,668953
予讃線,大浦,-652580,-199311,667123
予讃線,波止浜,-633941,-189634,646691
予讃線,伊予桜井,-628415,-199612,643809
予讃線,堀江,-655355,-209688,672438
予讃線,浅海,-649965,-198381,664359
予讃線,市坪,-656493,-220374,676391
予讃線,伊予氷見,-620409,-213018,639680
予讃線,伊予西条,-614993,-211605,634085
予讃線,新居浜,-604868,-208297,623439
予讃線,関川,-595724,-208015,614582
予讃線,波方,-636397,-189779,649110
予讃線,多喜浜,-601887,-205977,619931
予讃線,壬生川,-624387,-209081,642422
予讃線,北伊予,-656705,-222797,677264
予讃線,今治,-631888,-193563,645653
予讃線,粟井,-653486,-205630,669586
予讃線,三津浜,-657989,-214396,676217
予讃線,伊予三芳,-626175,-206206,643370
予讃線,石鎚山,-617955,-213273,637395
予讃線,下灘,-672573,-236473,696359
予讃線,下宇和,-680377,-270058,714184
予讃線,伊予上灘,-668274,-233586,691410
予讃線,伊予吉田,-679738,-278642,716458
予讃線,立間,-680009,-276016,715823
予讃線,向井原,-662036,-228177,683889
予讃線,伊予大洲,-677769,-251372,705765
予讃線,伊予平野,-680440,-253748,709038
予讃線,宇和島,-677919,-284049,716611
予讃線,伊予出石,-681439,-242411,706573
予讃線,伊予中山,-661197,-237926,685909
予讃線,千丈,-686345,-256702,715567
予讃線,伊予石城,-685465,-265023,717358
予讃線,高光,-677146,-280772,714751
予讃線,上宇和,-682913,-266504,715420
予讃線,串,-675062,-237195,698952
予讃線,八幡浜,-688378,-257385,717711
予讃線,伊予白滝,-679003,-244588,704890
予讃線,伊予市,-661241,-226034,682523
予讃線,五郎,-675197,-249006,702592
予讃線,鳥ノ木,-660362,-225182,681441
予讃線,伊予大平,-661007,-230470,683555
予讃線,西大洲,-679502,-252409,707732
予讃線,春賀,-676503,-247313,703322
予讃線,喜多灘,-678080,-238090,702100
予讃線,伊予立川,-664791,-243092,690883
予讃線,八多喜,-677802,-246461,704305
予讃線,双岩,-686621,-261285,717264
予讃線,伊予長浜,-682387,-240258,706850
予讃線,高野川,-665733,-231749,688450
予讃線,卯之町,-682261,-268427,715429
予讃線,内子,-668079,-248594,695689
予讃線,新谷,-672644,-249988,700462
予讃線,北宇和島,-677630,-282609,715840
予土線,打井川,-635093,-292606,679824
予土線,十川,-650906,-284924,691666
予土線,江川崎,-658135,-290771,700525
予土線,家地川,-630986,-294447,676730
予土線,土佐大正,-640016,-290132,683453
予土線,真土,-661345,-285427,701587
予土線,若井,-627887,-291673,672805
予土線,半家,-657136,-288204,698660
予土線,西ヶ方,-659564,-289642,701444
予土線,土佐昭和,-647126,-286840,688841
予土線,吉野生,-662822,-285278,702914
予土線,北宇和島,-677630,-282609,715840
予土線,伊予宮野下,-673868,-277331,710492
予土線,務田,-674404,-277958,711210
予土線,出目,-666108,-282004,704830
予土線,深田,-668935,-280039,706793
予土線,大内,-670525,-277729,707488
予土線,松丸,-664704,-284732,704478
予土線,近永,-667532,-281474,705978
予土線,二名,-671682,-277180,708387
第一期線,朝日通,-882016,-450966,969804
第一期線,水族館口,-881774,-450546,969405
第一期線,天文館通,-882294,-451418,970249
第一期線,鹿児島駅前,-881466,-450289,969017
第一期線,新屋敷,-882448,-452216,970732
第一期線,桜島桟橋通,-881607,-450410,969196
第一期線,高見馬場,-882782,-451643,970786
第一期線,甲東中学校前,-882516,-451913,970662
第一期線,いづろ通,-882036,-451323,969976
第一期線,武之橋,-882474,-452645,970939
第一期線,市役所前,-881906,-450693,969587
第二期線,高見馬場,-882782,-451643,970786
第二期線,鹿児島中央駅前,-883431,-452093,971566
第二期線,加治屋町,-883007,-451747,971034
第二期線,高見橋,-883241,-451856,971293
谷山線,武之橋,-882474,-452645,970939
谷山線,二中通,-882515,-452868,971072
谷山線,涙橋,-883335,-454813,972650
谷山線,笹貫,-884784,-456943,974878
谷山線,宇宿一丁目,-884214,-456203,974044
谷山線,谷山,-885854,-457894,976255
谷山線,郡元,-883055,-454421,972229
谷山線,上塩屋,-885220,-457338,975443
谷山線,荒田八幡,-882622,-453270,971342
谷山線,二軒茶屋,-883955,-455812,973641
谷山線,騎射場,-882762,-453728,971665
谷山線,南鹿児島駅前,-883671,-455318,973172
谷山線,脇田,-884347,-456407,974252
谷山線,鴨池,-882945,-454196,972033
唐湊線,郡元,-883055,-454421,972229
唐湊線,鹿児島中央駅前,-883431,-452093,971566
唐湊線,都通,-883506,-452399,971765
唐湊線,中郡,-883458,-454178,972488
唐湊線,唐湊,-883813,-453435,972488
唐湊線,中洲通,-883554,-452601,971895
唐湊線,市立病院前,-883683,-452988,972178
唐湊線,神田（交通局前）,-883815,-453254,972412
唐湊線,工学部前,-883737,-453782,972568
唐湊線,純心学園前,-883595,-454080,972569
大洗鹿島線,徳宿,61260,21333,87623
大洗鹿島線,大洗,65490,35236,100089
大洗鹿島線,鹿島旭,61069,25121,89952
大洗鹿島線,常澄,65132,38046,101823
大洗鹿島線,涸沼,62360,29742,94026
大洗鹿島線,東水戸,61269,40355,100867
大洗鹿島線,水戸,57775,41339,99320
大洗鹿島線,鹿島灘,68766,8654,86510
大洗鹿島線,鹿島大野,69963,5905,86218
大洗鹿島線,北浦湖畔,63326,13594,84572
大洗鹿島線,大洋,66905,12270,86809
大洗鹿島線,新鉾田,61822,17156,85457
大洗鹿島線,長者ヶ浜潮騒はまなす公園前,70791,3757,85966
大洗鹿島線,荒野台,71377,2167,85795
大洗鹿島線,鹿島サッカースタジアム,72363,-471,85595
芝山鉄道線,芝山千代田,51210,-27142,57787
芝山鉄道線,東成田,50083,-25410,56927
若桜線,丹比,-498003,-57120,492437
若桜線,若桜,-494252,-59055,488782
若桜線,八頭高校前,-507730,-51605,501939
若桜線,因幡船岡,-507516,-52746,501764
若桜線,郡家,-507257,-50798,501440
若桜線,八東,-501585,-56601,495992
若桜線,安部,-503784,-55263,498132
若桜線,隼,-505631,-53569,499911
若桜線,徳丸,-499843,-56609,494252
常磐新線,柏たなか,11208,-9882,30272
常磐新線,守谷,14314,-5534,35616
常磐新線,万博記念公園,20363,6503,48987
常磐新線,流山おおたかの森,8273,-14224,25032
常磐新線,みどりの,20085,3342,46199
常磐新線,つくば,24965,9180,53779
常磐新線,みらい平,18484,-601,42052
常磐新線,研究学園,22420,9144,52322
常磐新線,柏の葉キャンパス,10760,-11829,28428
常磐新線,北千住,-2546,-27751,7826
常磐新線,三郷中央,4069,-19471,18328
常磐新線,六町,-1042,-23877,11968
常磐新線,浅草,-3698,-31737,3826
常磐新線,八潮,1030,-21327,15175
常磐新線,南流山,6275,-17923,20861
常磐新線,青井,-1183,-25295,10633
常磐新線,秋葉原,-5339,-33387,1537
常磐新線,南千住,-3110,-29623,5910
常磐新線,流山セントラルパーク,7392,-16129,22969
常磐新線,新御徒町,-4614,-32519,2655
秋田内陸線,鷹巣,45606,469852,507228
秋田内陸線,米内沢,46028,458339,495821
秋田内陸線,羽後中里,65916,418816,459231
秋田内陸線,上杉,44002,460322,497586
秋田内陸線,比立内,53001,433576,472024
秋田内陸線,前田南,48559,449706,487514
秋田内陸線,桂瀬,49831,455366,493281
秋田内陸線,小ヶ田,43917,466837,504059
秋田内陸線,笑内,49551,436893,474899
秋田内陸線,戸沢,63990,428562,468567
秋田内陸線,西明寺,62620,405690,445752
秋田内陸線,左通,64463,422220,462370
秋田内陸線,羽後太田,63606,402827,443078
秋田内陸線,西鷹巣,44650,469030,506314
秋田内陸線,八津,61713,409523,449402
秋田内陸線,荒瀬,48604,441880,479743
秋田内陸線,阿仁前田,49862,450933,488880
