railway,station,x,y,tokyo
東海道線,岐阜,-279486,-61156,274684
東海道線,近江長岡,-314444,-65612,309911
東海道線,尾張一宮,-276140,-73207,272791
東海道線,穂積,-285247,-62450,280544
東海道線,大垣,-292202,-65467,287773
東海道線,名古屋,-268896,-87949,268154
東海道線,稲沢,-274159,-78706,271666
東海道線,名古屋,-268931,-87975,268193
東海道線,笠寺,-265078,-96520,266270
東海道線,熱田,-266398,-92615,266679
東海道線,枇杷島,-270660,-84742,269269
東海道線,大高,-263891,-99443,265812
東海道線,清洲,-273016,-81808,271060
東海道線,名古屋,-268854,-87944,268111
東海道線,尾頭橋,-268132,-90660,267957
東海道線,金山,-267258,-91154,267207
東海道線,米原,-322236,-70248,318149
東海道線,米原,-322305,-70354,318230
東海道線,新所原,-215144,-139123,233680
東海道線,豊橋,-224375,-134571,240045
東海道線,岡崎,-244521,-115949,251896
東海道線,豊田町,-184448,-141030,207642
東海道線,愛知御津,-230274,-128839,243147
東海道線,弁天島,-204357,-143045,225934
東海道線,三河塩津,-240772,-127146,252234
東海道線,西岡崎,-247575,-113504,254020
東海道線,三河三谷,-236531,-128022,248621
東海道線,三ヶ根,-243009,-125876,253858
東海道線,新居町,-207472,-142517,228424
東海道線,浜松,-192234,-141765,214733
東海道線,磐田,-181477,-141296,205234
東海道線,三河大塚,-233349,-128410,245821
東海道線,高塚,-197184,-143170,219728
東海道線,舞阪,-202238,-143586,224339
東海道線,三河安城,-253143,-110723,258489
東海道線,安城,-250896,-111875,256686
東海道線,西小坂井,-227013,-130647,240858
東海道線,幸田,-244058,-123255,253912
東海道線,蒲郡,-238409,-127505,250170
東海道線,天竜川,-188137,-140402,210504
東海道線,二川,-219313,-138743,237251
東海道線,鷲津,-209504,-139974,229038
飯田線,辰野,-165566,-151,163198
飯田線,伊那北,-168835,-15557,163886
飯田線,伊那新町,-166795,-1881,164044
飯田線,伊那市,-169310,-16302,164273
飯田線,沢,-166737,-5486,163303
飯田線,赤木,-170822,-22990,165165
飯田線,上片桐,-174778,-40722,168809
飯田線,宮木,-166198,-1063,163626
飯田線,伊那大島,-173997,-43157,168133
飯田線,伊那福岡,-171866,-30263,165852
飯田線,飯島,-172391,-34098,166317
飯田線,宮田,-171304,-24164,165567
飯田線,田切,-171985,-32110,165931
飯田線,下島,-171091,-19072,165758
飯田線,小町屋,-171727,-28651,165764
飯田線,七久保,-174036,-36609,167971
飯田線,大田切,-171232,-26287,165373
飯田線,伊那田島,-174198,-39629,168194
飯田線,伊那松島,-166495,-7986,162635
飯田線,伊那本郷,-172101,-35457,166027
飯田線,羽場,-166729,-3628,163638
飯田線,駒ヶ根,-171553,-27599,165632
飯田線,北殿,-166982,-11788,162535
飯田線,山吹,-174930,-45128,169175
飯田線,沢渡,-170760,-20129,165332
飯田線,下平,-175616,-45691,169894
飯田線,木ノ下,-166582,-9429,162490
飯田線,高遠原,-175039,-37705,168990
飯田線,田畑,-167584,-13853,162854
飯田線,千代,-183115,-61456,179045
飯田線,平岡,-180112,-78788,179525
飯田線,天竜峡,-183037,-60138,178776
飯田線,東栄,-193410,-105671,200315
飯田線,元善光寺,-178828,-49926,173420
飯田線,下山村,-180861,-53177,175757
飯田線,池場,-194318,-106158,201337
飯田線,駄科,-180919,-56355,176175
飯田線,鼎,-181888,-52878,176747
飯田線,飯田,-182503,-51421,177215
飯田線,上市場,-189842,-103390,196172
飯田線,下川合,-186698,-101331,192509
飯田線,金野,-183102,-62573,179202
飯田線,時又,-182040,-57612,177445
飯田線,浦川,-188810,-102729,194975
飯田線,向市場,-178936,-92082,182124
飯田線,出馬,-190589,-103468,196900
飯田線,中部天竜,-185160,-99588,190466
飯田線,早瀬,-187749,-102281,193824
飯田線,伊那上郷,-180890,-51403,175608
飯田線,市田,-176513,-48252,170973
飯田線,城西,-179662,-94562,183607
飯田線,温田,-181090,-71814,178899
飯田線,柿平,-199876,-109798,207830
飯田線,川路,-183154,-58801,178707
飯田線,鶯巣,-182042,-79445,181558
飯田線,水窪,-178820,-91055,181694
飯田線,小和田,-181860,-85826,183059
飯田線,大嵐,-183495,-87950,185229
飯田線,相月,-180398,-96399,184907
飯田線,伊那八幡,-180714,-54007,175699
飯田線,三河槙原,-201993,-109971,209867
飯田線,佐久間,-184519,-98873,189620
飯田線,切石,-183619,-52211,178402
飯田線,毛賀,-180931,-55036,176031
飯田線,為栗,-180488,-74549,178899
飯田線,門島,-183483,-67427,180395
飯田線,中井侍,-181899,-82937,182311
飯田線,唐笠,-183772,-64427,180161
飯田線,三河川合,-198028,-108598,205673
飯田線,下市田,-177449,-48808,171951
飯田線,田本,-181375,-70399,178891
飯田線,桜町,-181726,-51164,176418
飯田線,伊那小沢,-181875,-80920,181765
飯田線,小坂井,-226057,-130605,239964
飯田線,豊橋,-224375,-134571,240045
飯田線,鳥居,-208502,-117343,218633
飯田線,下地,-225413,-132472,240128
飯田線,三河大野,-203719,-113993,212943
飯田線,湯谷温泉,-202755,-111954,211295
飯田線,船町,-225114,-133059,240095
飯田線,野田城,-215312,-120686,226203
飯田線,東上,-217423,-122098,228692
飯田線,三河東郷,-210735,-118245,221042
飯田線,東新町,-212969,-118871,223346
飯田線,新城,-213900,-119412,224413
飯田線,本長篠,-206175,-116086,216004
飯田線,三河一宮,-221211,-125138,233358
飯田線,茶臼山,-211917,-118427,222205
飯田線,牛久保,-224325,-129432,237908
飯田線,豊川,-222867,-127914,235968
飯田線,大海,-208707,-116303,218432
飯田線,長篠城,-207247,-116800,217267
飯田線,江島,-218693,-122987,230206
飯田線,長山,-219629,-123344,231207
武豊線,緒川,-261285,-109261,265868
武豊線,尾張森岡,-261376,-107873,265570
武豊線,大府,-262120,-106203,265832
武豊線,乙川,-264326,-117844,271294
武豊線,半田,-265354,-118837,272578
武豊線,亀崎,-262470,-116155,269012
武豊線,石浜,-261236,-110764,266247
武豊線,東浦,-261496,-112786,267079
武豊線,東成岩,-266053,-121019,273922
武豊線,武豊,-266340,-123344,274935
名松線,松阪,-302597,-152931,319210
名松線,上ノ庄,-305867,-150474,321357
名松線,家城,-322289,-146821,335491
名松線,井関,-313642,-145260,326822
名松線,伊勢大井,-316146,-144350,328876
名松線,一志,-311457,-143965,324329
名松線,伊勢奥津,-328171,-159249,345325
名松線,権現前,-307374,-148230,321965
名松線,伊勢鎌倉,-326240,-152443,341117
名松線,伊勢八知,-327653,-154495,343154
名松線,比津,-327098,-157049,343535
名松線,伊勢八太,-310485,-144838,323709
名松線,伊勢竹原,-323308,-149654,337406
名松線,伊勢川口,-318762,-144501,331394
名松線,関ノ宮,-320374,-145571,333269
東京モノレール羽田線,天王洲アイル,-7466,-41837,7235
東京モノレール羽田線,大井競馬場前,-7804,-44925,10334
東京モノレール羽田線,モノレール浜松町,-6941,-38190,3560
東京モノレール羽田線,羽田空港第1ビル,-4414,-50024,15377
東京モノレール羽田線,天空橋,-7138,-50104,15404
東京モノレール羽田線,整備場,-7250,-49355,14666
東京モノレール羽田線,羽田空港第2ビル,-4091,-49835,15228
東京モノレール羽田線,流通センター,-7626,-46432,11798
東京モノレール羽田線,昭和島,-7561,-47633,12982
東京モノレール羽田線,新整備場,-4217,-50720,16090
こどもの国線,こどもの国,-31427,-48981,29080
こどもの国線,恩田,-30934,-50359,29360
こどもの国線,長津田,-30763,-51876,30054
世田谷線,下高井戸,-17361,-37054,11522
世田谷線,若林,-15704,-39268,10642
世田谷線,宮の坂,-17061,-39086,11816
世田谷線,山下,-16921,-38349,11432
世田谷線,世田谷,-16526,-39536,11500
世田谷線,松原,-17332,-37682,11636
世田谷線,松陰神社前,-16150,-39494,11142
世田谷線,三軒茶屋,-14864,-39472,9984
世田谷線,上町,-16930,-39526,11864
世田谷線,西太子堂,-15121,-39425,10189
大井町線,大井町,-8985,-43518,9251
大井町線,戸越公園,-10413,-43380,9671
大井町線,下神明,-9696,-43406,9394
大井町線,二子玉川,-18751,-43096,15184
大井町線,北千束,-12689,-43671,11117
大井町線,上野毛,-17611,-43031,14208
大井町線,旗の台,-11880,-43822,10781
大井町線,等々力,-16794,-43433,13803
大井町線,緑が丘,-13969,-43648,11905
大井町線,九品仏,-15612,-43767,13134
大井町線,大岡山,-13459,-43585,11525
大井町線,自由が丘,-14891,-43544,12462
大井町線,中延,-10943,-43736,10231
大井町線,尾山台,-16236,-43593,13479
大井町線,荏原町,-11396,-43947,10637
池上線,大崎広小路,-10052,-41897,8191
池上線,五反田,-9900,-41598,7855
池上線,戸越銀座,-10719,-42595,9128
池上線,旗の台,-11779,-43800,10709
池上線,荏原中延,-10989,-43272,9849
池上線,雪が谷大塚,-13792,-45258,13048
池上線,石川台,-13432,-44715,12398
池上線,御嶽山,-13679,-46006,13595
池上線,長原,-12264,-44121,11242
池上線,洗足池,-12903,-44404,11835
池上線,蓮沼,-11306,-48368,14601
池上線,久が原,-13382,-46646,13973
池上線,池上,-11829,-47482,13983
池上線,蒲田,-10764,-48612,14646
池上線,千鳥町,-12862,-47363,14335
田園都市線,渋谷,-11978,-37774,6638
田園都市線,三軒茶屋,-14684,-39553,9865
田園都市線,二子玉川,-18751,-43096,15184
田園都市線,二子新地,-19081,-43545,15708
田園都市線,駒沢大学,-15611,-40699,11246
田園都市線,梶が谷,-20629,-45049,17837
田園都市線,高津,-19540,-43972,16328
田園都市線,用賀,-18034,-41407,13693
田園都市線,宮崎台,-21967,-45778,19351
田園都市線,池尻大橋,-13453,-38738,8393
田園都市線,宮前平,-22732,-46013,20114
田園都市線,桜新町,-17015,-40842,12528
田園都市線,溝の口,-20186,-44377,17090
田園都市線,青葉台,-28655,-50671,27636
田園都市線,つきみ野,-33980,-54236,34042
田園都市線,市が尾,-26480,-49745,25330
田園都市線,中央林間,-35215,-54535,35230
田園都市線,長津田,-30750,-51887,30050
田園都市線,たまプラーザ,-24894,-46848,22380
田園都市線,あざみ野,-25360,-47805,23296
田園都市線,すずかけ台,-31885,-53512,31916
田園都市線,田奈,-29814,-51441,29027
田園都市線,藤が丘,-27723,-50613,26846
田園都市線,鷺沼,-23580,-46595,21143
田園都市線,江田,-25557,-48941,24110
田園都市線,つくし野,-31595,-52413,31044
田園都市線,南町田,-32917,-54133,33116
東横線,多摩川,-14919,-45513,13941
東横線,代官山,-11757,-39017,7114
東横線,中目黒,-12180,-39475,7728
東横線,祐天寺,-12913,-40244,8780
東横線,自由が丘,-14915,-43558,12489
東横線,学芸大学,-13413,-41175,9762
東横線,多摩川,-14920,-45513,13942
東横線,都立大学,-14212,-42386,11168
東横線,渋谷,-11839,-37814,6534
東横線,田園調布,-15045,-44665,13381
東横線,反町,-18875,-58319,26832
東横線,綱島,-18003,-51369,20467
東横線,元住吉,-16191,-48167,16814
東横線,大倉山,-18457,-52963,22034
東横線,武蔵小杉,-15748,-47066,15671
東横線,横浜,-19148,-59174,27715
東横線,日吉,-16890,-49466,18273
東横線,菊名,-18325,-54288,23072
東横線,新丸子,-15533,-46531,15118
東横線,東白楽,-18493,-57294,25749
東横線,白楽,-18636,-56614,25227
東横線,妙蓮寺,-18146,-55589,24094
東急多摩川線,多摩川,-14919,-45513,13941
東急多摩川線,沼部,-14515,-46308,14322
東急多摩川線,武蔵新田,-12771,-47945,14809
東急多摩川線,矢口渡,-12055,-48535,15038
東急多摩川線,鵜の木,-13847,-47097,14601
東急多摩川線,蒲田,-10762,-48626,14659
東急多摩川線,下丸子,-13400,-47548,14758
目黒線,目黒,-10657,-40767,7574
目黒線,田園調布,-15045,-44665,13381
目黒線,不動前,-10881,-41547,8335
目黒線,洗足,-12613,-43249,10733
目黒線,奥沢,-14580,-43928,12522
目黒線,西小山,-12195,-42656,10009
目黒線,武蔵小山,-11673,-42094,9245
目黒線,大岡山,-13462,-43571,11516
2号線日比谷線,仲御徒町,-5170,-32543,2372
2号線日比谷線,入谷,-4421,-31000,4085
2号線日比谷線,南千住,-3125,-29698,5838
2号線日比谷線,上野,-5091,-31999,2908
2号線日比谷線,三ノ輪,-3814,-30033,5218
2号線日比谷線,秋葉原,-5231,-33507,1491
2号線日比谷線,北千住,-2508,-27746,7847
2号線日比谷線,神谷町,-8022,-37426,3320
2号線日比谷線,銀座,-6275,-36389,1664
2号線日比谷線,広尾,-10062,-38658,5592
2号線日比谷線,東銀座,-5947,-36706,1973
2号線日比谷線,霞ヶ関,-7447,-36178,1990
2号線日比谷線,人形町,-4615,-34806,1461
2号線日比谷線,茅場町,-4862,-35603,1490
2号線日比谷線,六本木,-9250,-37405,4148
2号線日比谷線,小伝馬町,-4939,-34344,1201
2号線日比谷線,八丁堀,-5069,-36014,1626
2号線日比谷線,築地,-5509,-36840,2177
2号線日比谷線,日比谷,-6584,-36135,1488
2号線日比谷線,恵比寿,-11286,-39151,6829
2号線日比谷線,中目黒,-12180,-39475,7728
3号線銀座線,上野,-5221,-31968,2896
3号線銀座線,浅草,-3217,-32090,3894
3号線銀座線,末広町,-5571,-32973,1834
3号線銀座線,稲荷町,-4625,-32018,3080
3号線銀座線,田原町,-3893,-32182,3359
3号線銀座線,上野広小路,-5458,-32420,2397
3号線銀座線,虎ノ門,-7533,-36590,2358
3号線銀座線,外苑前,-10456,-36564,4747
3号線銀座線,日本橋,-5430,-35292,850
3号線銀座線,溜池山王,-8273,-36440,2780
3号線銀座線,銀座,-6152,-36443,1708
3号線銀座線,青山一丁目,-9884,-36296,4116
3号線銀座線,京橋,-5723,-35866,1182
3号線銀座線,新橋,-6773,-36899,2272
3号線銀座線,神田,-5651,-33979,868
3号線銀座線,赤坂見附,-8688,-35848,2840
3号線銀座線,三越前,-5408,-34704,667
3号線銀座線,表参道,-10942,-37155,5434
3号線銀座線,渋谷,-11830,-37813,6525
4号線丸ノ内線,後楽園,-7462,-32469,2658
4号線丸ノ内線,御茶ノ水,-6237,-33233,1512
4号線丸ノ内線,本郷三丁目,-6621,-32534,2269
4号線丸ノ内線,新高円寺,-16726,-33505,10722
4号線丸ノ内線,南阿佐ヶ谷,-17896,-33325,11905
4号線丸ノ内線,荻窪,-19326,-32799,13392
4号線丸ノ内線,茗荷谷,-8725,-31371,4284
4号線丸ノ内線,新中野,-14825,-33551,8830
4号線丸ノ内線,東高円寺,-15840,-33495,9844
4号線丸ノ内線,池袋,-11052,-29910,6933
4号線丸ノ内線,新大塚,-9406,-30379,5484
4号線丸ノ内線,中野坂上,-13676,-33596,7686
4号線丸ノ内線,東京,-6203,-35285,563
4号線丸ノ内線,国会議事堂前,-7953,-36061,2298
4号線丸ノ内線,淡路町,-5962,-33850,893
4号線丸ノ内線,四谷三丁目,-10318,-34627,4245
4号線丸ノ内線,銀座,-6287,-36259,1536
4号線丸ノ内線,霞ヶ関,-7301,-36138,1862
4号線丸ノ内線,四ツ谷,-9348,-35031,3286
4号線丸ノ内線,大手町,-6075,-34737,1
4号線丸ノ内線,赤坂見附,-8688,-35848,2840
4号線丸ノ内線,西新宿,-12740,-33882,6719
4号線丸ノ内線,新宿三丁目,-11686,-34254,5632
4号線丸ノ内線,新宿御苑前,-11079,-34549,5008
4号線丸ノ内線,新宿,-12017,-34112,5975
4号線丸ノ内線分岐線,中野坂上,-13676,-33596,7686
4号線丸ノ内線分岐線,中野新橋,-14420,-34194,8362
4号線丸ノ内線分岐線,方南町,-15875,-35098,9807
4号線丸ノ内線分岐線,中野富士見町,-14949,-34289,8885
5号線東西線,原木中山,9825,-32911,16005
5号線東西線,妙典,8231,-34276,14314
5号線東西線,飯田橋,-7855,-33124,2402
5号線東西線,中野,-15177,-32633,9342
5号線東西線,落合,-13334,-32093,7725
5号線東西線,神楽坂,-8941,-32850,3431
5号線東西線,高田馬場,-11607,-31802,6262
5号線東西線,早稲田,-10057,-32647,4497
5号線東西線,大手町,-6091,-34979,242
5号線東西線,茅場町,-4893,-35462,1386
5号線東西線,門前仲町,-3370,-36401,3175
5号線東西線,木場,-2373,-36683,4181
5号線東西線,浦安,5423,-37064,11731
5号線東西線,九段下,-7427,-33714,1695
5号線東西線,竹橋,-6847,-34341,868
5号線東西線,葛西,3548,-37319,9964
5号線東西線,南砂町,-148,-36787,6271
5号線東西線,行徳,7318,-35208,13401
5号線東西線,南行徳,6241,-36306,12415
5号線東西線,西葛西,2378,-37214,8808
5号線東西線,日本橋,-5361,-35237,871
5号線東西線,東陽町,-1417,-36657,5038
5号線東西線,西船橋,11356,-32470,17578
7号線南北線,本駒込,-7194,-30577,4307
7号線南北線,飯田橋,-8109,-33109,2605
7号線南北線,後楽園,-7378,-32349,2720
7号線南北線,西ヶ原,-8236,-28182,6901
7号線南北線,駒込,-7817,-29295,5713
7号線南北線,東大前,-6826,-31282,3535
7号線南北線,王子,-8679,-27236,7939
7号線南北線,志茂,-9116,-24622,10561
7号線南北線,王子神谷,-8833,-26035,9128
7号線南北線,赤羽岩淵,-10054,-24030,11422
7号線南北線,永田町,-8512,-35682,2614
7号線南北線,四ツ谷,-9381,-34822,3307
7号線南北線,麻布十番,-8718,-38292,4430
7号線南北線,溜池山王,-8331,-36265,2725
7号線南北線,市ヶ谷,-8779,-34067,2786
7号線南北線,六本木一丁目,-8549,-37154,3459
7号線南北線,白金高輪,-8969,-39586,5647
8号線有楽町線,飯田橋,-8155,-33130,2628
13号線副都心線,池袋,-11362,-29783,7245
8号線有楽町線,千川,-13019,-29038,8982
8号線有楽町線,地下鉄成増,-18277,-24750,15767
8号線有楽町線,東池袋,-10355,-30398,6094
8号線有楽町線,池袋,-11076,-30038,6862
8号線有楽町線,江戸川橋,-8976,-32247,3822
8号線有楽町線,平和台,-16189,-26883,12805
8号線有楽町線,小竹向原,-13911,-28458,10041
8号線有楽町線,氷川台,-15181,-27765,11468
8号線有楽町線,護国寺,-9579,-31150,5014
8号線有楽町線,要町,-12198,-29590,7999
8号線有楽町線,地下鉄赤塚,-17118,-25503,14395
8号線有楽町線,和光市,-19929,-23459,17864
8号線有楽町線,新富町,-5408,-36551,1933
8号線有楽町線,麹町,-8687,-34967,2622
8号線有楽町線,市ヶ谷,-8728,-34102,2728
8号線有楽町線,豊洲,-3380,-38258,4433
8号線有楽町線,有楽町,-6431,-35946,1261
8号線有楽町線,月島,-4429,-37197,2959
8号線有楽町線,桜田門,-7372,-35781,1665
8号線有楽町線,銀座一丁目,-6024,-36108,1372
8号線有楽町線,辰巳,-2083,-39299,6062
8号線有楽町線,新木場,-609,-39298,7119
8号線有楽町線,永田町,-8288,-35731,2426
9号線千代田線,西日暮里,-6010,-29691,5045
9号線千代田線,千駄木,-6335,-30424,4319
9号線千代田線,新御茶ノ水,-6143,-33622,1116
9号線千代田線,北綾瀬,-111,-24753,11629
9号線千代田線,町屋,-4819,-28615,6249
9号線千代田線,北千住,-2616,-27824,7729
9号線千代田線,湯島,-5732,-32526,2236
9号線千代田線,根津,-6114,-31359,3377
9号線千代田線,綾瀬,-763,-26373,9907
9号線千代田線,二重橋前,-6476,-35443,813
9号線千代田線,日比谷,-6750,-36170,1584
9号線千代田線,乃木坂,-9696,-36984,4262
9号線千代田線,赤坂,-8773,-36373,3156
9号線千代田線,大手町,-6340,-34917,320
9号線千代田線,国会議事堂前,-8160,-36212,2554
9号線千代田線,霞ヶ関,-7383,-36324,2057
9号線千代田線,代々木公園,-12994,-36701,7193
9号線千代田線,表参道,-11043,-37087,5496
9号線千代田線,代々木上原,-13891,-36709,8061
9号線千代田線,明治神宮前,-11713,-36701,5971
11号線半蔵門線,押上,-1773,-32343,4922
11号線半蔵門線,錦糸町,-1663,-33567,4564
11号線半蔵門線,神保町,-6845,-33723,1273
11号線半蔵門線,水天宮前,-4359,-35168,1769
11号線半蔵門線,九段下,-7440,-33779,1667
11号線半蔵門線,住吉,-1598,-34536,4480
11号線半蔵門線,永田町,-8551,-35674,2647
11号線半蔵門線,半蔵門,-8294,-34901,2225
11号線半蔵門線,三越前,-5453,-34953,658
11号線半蔵門線,大手町,-6193,-34751,119
11号線半蔵門線,清澄白河,-3031,-35266,3089
11号線半蔵門線,青山一丁目,-9890,-36278,4115
11号線半蔵門線,渋谷,-11978,-37774,6638
11号線半蔵門線,表参道,-10950,-37143,5436
1号線浅草線,浅草,-3324,-32285,3684
1号線浅草線,蔵前,-3844,-32933,2868
1号線浅草線,本所吾妻橋,-2603,-32328,4224
1号線浅草線,浅草橋,-4242,-33548,2184
1号線浅草線,押上,-1893,-32149,4917
1号線浅草線,高輪台,-9325,-40858,6931
1号線浅草線,三田,-7594,-39059,4582
1号線浅草線,戸越,-10595,-42771,9218
1号線浅草線,日本橋,-5210,-35324,1045
1号線浅草線,新橋,-6730,-37176,2526
1号線浅草線,五反田,-9886,-41364,7645
1号線浅草線,宝町,-5543,-35979,1351
1号線浅草線,泉岳寺,-8477,-40143,5916
1号線浅草線,東銀座,-5992,-36649,1914
1号線浅草線,東日本橋,-4393,-34194,1766
1号線浅草線,大門,-7122,-38090,3513
1号線浅草線,人形町,-4630,-34797,1445
1号線浅草線,中延,-10848,-43796,10240
1号線浅草線,西馬込,-11510,-45778,12306
1号線浅草線,馬込,-11007,-44765,11175
6号線三田線,水道橋,-7077,-32876,2113
6号線三田線,白山,-7339,-30913,4026
6号線三田線,千石,-8013,-30177,4954
6号線三田線,春日,-7247,-32176,2815
6号線三田線,巣鴨,-8620,-29531,5794
6号線三田線,新板橋,-10307,-27859,8075
6号線三田線,西高島平,-16961,-23072,15955
6号線三田線,板橋区役所前,-11148,-27584,8769
6号線三田線,新高島平,-16180,-23259,15292
6号線三田線,本蓮沼,-11864,-25622,10798
6号線三田線,西巣鴨,-9461,-28461,7130
6号線三田線,高島平,-15551,-23403,14773
6号線三田線,志村坂上,-12530,-24805,11845
6号線三田線,板橋本町,-11549,-26497,9892
6号線三田線,西台,-14522,-23610,13969
6号線三田線,蓮根,-13946,-23947,13355
6号線三田線,志村三丁目,-13332,-24679,12402
6号線三田線,目黒,-10657,-40767,7574
6号線三田線,日比谷,-6625,-35874,1263
6号線三田線,内幸町,-7061,-36700,2197
6号線三田線,白金高輪,-8969,-39586,5647
6号線三田線,白金台,-9733,-40182,6559
6号線三田線,神保町,-6779,-33843,1137
6号線三田線,大手町,-6401,-35048,451
6号線三田線,御成門,-7409,-37609,3167
6号線三田線,芝公園,-7571,-38444,3997
6号線三田線,三田,-7646,-39033,4574
10号線新宿線,本八幡,8463,-30688,15091
10号線新宿線,神保町,-6816,-33721,1257
10号線新宿線,篠崎,6384,-32602,12640
10号線新宿線,九段下,-7440,-33779,1667
10号線新宿線,西大島,-634,-34465,5447
10号線新宿線,曙橋,-10023,-34128,3995
10号線新宿線,東大島,1263,-34407,7345
10号線新宿線,岩本町,-5262,-33773,1260
10号線新宿線,菊川,-2462,-34569,3616
10号線新宿線,大島,92,-34419,6176
10号線新宿線,船堀,2762,-35082,8844
10号線新宿線,小川町,-6015,-33812,926
10号線新宿線,市ヶ谷,-8683,-34227,2658
10号線新宿線,瑞江,5835,-34014,11932
10号線新宿線,馬喰横山,-4562,-34169,1615
10号線新宿線,浜町,-4091,-34548,1992
10号線新宿線,一之江,4485,-34842,10560
10号線新宿線,森下,-3180,-34608,2897
10号線新宿線,住吉,-1591,-34509,4488
10号線新宿線,新宿,-12193,-34558,6120
10号線新宿線,新宿三丁目,-11475,-34292,5419
12号線大江戸線,本郷三丁目,-6580,-32441,2350
12号線大江戸線,春日,-7344,-32337,2714
12号線大江戸線,両国,-3249,-33641,3030
12号線大江戸線,上野御徒町,-5453,-32398,2419
12号線大江戸線,蔵前,-3717,-32671,3134
12号線大江戸線,新御徒町,-4653,-32505,2646
12号線大江戸線,飯田橋,-7926,-32935,2582
12号線大江戸線,東新宿,-11370,-33509,5435
12号線大江戸線,牛込柳町,-9786,-33338,3966
12号線大江戸線,新江古田,-14723,-29666,10025
12号線大江戸線,練馬,-16169,-29128,11547
12号線大江戸線,落合南長崎,-13556,-30680,8510
12号線大江戸線,牛込神楽坂,-8804,-33177,3143
12号線大江戸線,光が丘,-18455,-26777,14718
12号線大江戸線,豊島園,-16654,-28651,12204
12号線大江戸線,東中野,-13580,-32455,7844
12号線大江戸線,練馬春日町,-17415,-27568,13416
12号線大江戸線,若松河田,-10420,-33370,4555
12号線大江戸線,中井,-13302,-31735,7826
12号線大江戸線,中野坂上,-13608,-33508,7632
12号線大江戸線,大門,-7028,-38086,3483
12号線大江戸線,六本木,-9239,-37265,4050
12号線大江戸線,汐留,-6524,-37173,2477
12号線大江戸線,門前仲町,-3459,-36304,3049
12号線大江戸線,森下,-3180,-34613,2897
12号線大江戸線,築地市場,-6028,-37168,2432
12号線大江戸線,青山一丁目,-9899,-36282,4124
12号線大江戸線,麻布十番,-8803,-38106,4335
12号線大江戸線,勝どき,-5086,-37836,3253
12号線大江戸線,清澄白河,-3138,-35175,2969
12号線大江戸線,月島,-4458,-37287,3019
12号線大江戸線,赤羽橋,-8071,-38275,4062
12号線大江戸線,新宿,-12126,-34648,6052
12号線大江戸線,西新宿五丁目,-13455,-34393,7388
12号線大江戸線,都庁前,-12734,-34318,6673
12号線大江戸線,新宿西口,-12143,-34034,6108
12号線大江戸線,国立競技場,-10722,-35511,4711
12号線大江戸線,代々木,-11930,-35075,5865
荒川線,荒川車庫前,-7282,-27637,7201
荒川線,王子駅前,-8600,-27428,7732
荒川線,梶原,-7780,-27614,7324
荒川線,荒川遊園地前,-6860,-27661,7118
荒川線,荒川七丁目,-4458,-28622,6324
荒川線,熊野前,-5792,-27825,6917
荒川線,三ノ輪橋,-3783,-29708,5526
荒川線,荒川二丁目,-4399,-29000,5976
荒川線,町屋二丁目,-5147,-28409,6394
荒川線,宮ノ前,-6110,-27747,6990
荒川線,荒川区役所前,-4280,-29359,5669
荒川線,小台,-6475,-27679,7068
荒川線,東尾久三丁目,-5379,-28220,6553
荒川線,町屋駅前,-4753,-28536,6339
荒川線,荒川一中前,-4027,-29544,5581
荒川線,栄町,-8240,-27639,7420
荒川線,早稲田,-10340,-31960,5089
荒川線,庚申塚,-9386,-28937,6678
荒川線,滝野川一丁目,-8855,-28031,7259
荒川線,面影橋,-10736,-31850,5482
荒川線,西ヶ原四丁目,-9103,-28371,7049
荒川線,学習院下,-10949,-31529,5835
荒川線,新庚申塚,-9314,-28718,6835
荒川線,東池袋四丁目,-10186,-30448,5940
荒川線,向原,-9817,-30086,5969
荒川線,飛鳥山,-8683,-27724,7481
荒川線,大塚駅前,-9396,-29770,5974
荒川線,巣鴨新田,-9536,-29377,6379
荒川線,都電雑司ヶ谷,-10449,-30606,6016
荒川線,鬼子母神前,-10691,-30993,5943
上野懸垂線,上野動物園西園,-5758,-31693,3059
上野懸垂線,上野動物園東園,-5730,-31519,3235
りんかい線,天王洲アイル,-7468,-42075,7469
りんかい線,東京テレポート,-5006,-41371,6719
りんかい線,大崎,-9551,-42181,8216
りんかい線,東雲,-2641,-39848,6157
りんかい線,新木場,-609,-39293,7115
りんかい線,大井町,-8967,-43553,9279
りんかい線,国際展示場,-3771,-40559,6261
りんかい線,品川シーサイド,-7568,-43288,8680
伊東線,伊東,-67679,-113479,99977
伊東線,来宮,-69997,-99717,91151
伊東線,伊豆多賀,-69909,-104075,94247
伊東線,宇佐美,-68779,-110054,98002
伊東線,網代,-68626,-105855,94712
伊東線,熱海,-68875,-99189,89989
烏山線,鴻野山,19518,73967,111676
烏山線,滝,27262,72004,111826
烏山線,烏山,28768,72213,112483
烏山線,仁井田,17548,72945,110243
烏山線,小塙,25332,71392,110679
烏山線,大金,23456,72848,111565
烏山線,下野花岡,15677,72132,109060
烏山線,宝積寺,13073,70091,106562
羽越線,秋田,25391,412598,448440
羽越線,羽後牛島,24285,410214,445986
羽越線,桂根,20001,404835,440345
羽越線,下浜,19849,401745,437251
羽越線,新屋,21824,408163,443778
羽越線,羽後本荘,19319,375896,411418
羽越線,羽前大山,-5679,304305,339043
羽越線,東酒田,3636,322668,357537
