station,x,y,tokyo
日ノ出町,-18759,-61490,29608
上星川,-22952,-59066,29610
和田町,-22413,-59469,29642
石川町,-17280,-62251,29708
星川,-21615,-60078,29727
土呂,-18149,-7535,29761
天王町,-20950,-60549,29791
伊勢佐木長者町,-18208,-61999,29840
航空公園,-33238,-22310,29870
岩槻,-12647,-5510,29956
長津田,-30655,-51909,29985
野田市,3377,-6239,30023
稲毛,23477,-40207,30054
西武園,-34760,-25700,30074
小室,21938,-23600,30145
武蔵大和,-35204,-26952,30151
我孫子,15991,-14093,30217
西所沢,-34095,-23362,30241
柏たなか,11208,-9882,30272
矢川,-36362,-34864,30287
黄金町,-19135,-62140,30356
東大和市,-36096,-29559,30464
阪東橋,-18901,-62372,30467
百草園,-36394,-37938,30488
保土ヶ谷,-21148,-61302,30543
西武遊園地,-35319,-25914,30546
愛宕,2822,-5478,30581
鶴ヶ峰,-25713,-58198,30595
玉川学園前,-33530,-48362,30650
加茂宮,-19525,-7104,30732
みどり台,23912,-41539,30749
日進,-20507,-7572,30760
山手,-16967,-63576,30827
八千代中央,24422,-30157,30839
一ノ割,-6069,-3894,30842
遊園地西,-35546,-25553,30869
新所沢,-33995,-21479,30908
吉野町,-19508,-62621,30951
上福岡,-29027,-13945,30969
西国立,-37054,-33895,30990
南太田,-19946,-62450,30991
つくし野,-31595,-52413,31044
東岩槻,-10919,-4066,31051
西大宮,-22960,-8628,31093
京成大和田,24909,-31877,31115
下山口,-35454,-24398,31144
東大宮,-17417,-5712,31162
清水公園,2432,-4571,31342
指扇,-24219,-9179,31343
西千葉,24456,-41833,31345
東宮原,-19407,-6337,31373
万願寺,-37430,-36387,31399
豊春,-9663,-3541,31401
西登戸,24416,-42388,31437
成瀬,-32683,-51482,31439
宮原,-20192,-6574,31502
泉体育館,-37435,-31113,31568
小田急多摩センター,-37043,-41534,31705
京王多摩センター,-37062,-41502,31717
穴川,25226,-39955,31733
千葉みなと,24411,-43557,31737
立飛,-37663,-31620,31741
松が谷,-37252,-40772,31755
砂川七番,-37565,-30609,31759
蒔田,-20230,-63180,31770
玉川上水,-37500,-29686,31828
井土ヶ谷,-21137,-62782,31834
立川,-37921,-33476,31871
多摩センター,-37187,-41653,31872
高幡不動,-37854,-37497,31898
すずかけ台,-31885,-53512,31916
天台,25315,-40850,31980
立川南,-38078,-33626,32022
立川北,-38068,-33254,32027
高松,-38008,-32087,32043
スポーツセンター,25620,-39532,32055
今羽,-19280,-5525,32057
新千葉,24939,-42959,32086
大塚・帝京大学,-37756,-40208,32150
村上,25810,-30607,32151
桜街道,-37698,-28872,32162
市役所前,24855,-43563,32164
小手指,-35727,-22052,32251
根岸,-17912,-64788,32298
柴崎体育館,-38379,-34332,32307
作草部,25546,-41480,32332
甲州街道,-38396,-35613,32333
天王台,18871,-14128,32357
上北台,-37757,-28126,32364
程久保,-38262,-38168,32370
八木崎,-8209,-2373,32434
千葉,25343,-42883,32457
七光台,1769,-3233,32464
東我孫子,19349,-14515,32485
春日部,-7300,-2216,32543
藤の牛島,-4983,-2180,32574
京成千葉,25459,-43052,32611
二俣川,-27315,-59491,32618
西武球場前,-37350,-25352,32653
東葉勝田台,26453,-31390,32700
千葉公園,25784,-42153,32711
勝田台,26483,-31536,32715
吉野原,-19161,-4748,32719
中央大学・明星大学,-38452,-39647,32748
南古谷,-28359,-10696,32780
南桜井,-2248,-2152,32808
弘明寺,-21007,-63992,32846
動物公園,26458,-39608,32896
多摩動物公園,-38739,-38797,32916
川間,109,-2308,33012
千葉中央,25769,-43511,33031
唐木田,-38197,-42458,33037
南町田,-32917,-54133,33116
町田,-35204,-50528,33134
袖ヶ浦,11247,-63018,33165
東千葉,26187,-42439,33169
葭川公園,25978,-43356,33191
新河岸,-30336,-12038,33224
原市,-19044,-3991,33369
長浦,14714,-60974,33475
県庁前,26167,-43917,33524
本千葉,26102,-44270,33560
北春日部,-8025,-1112,33681
日野,-39819,-35574,33755
巖根,9124,-64920,33794
みつわ台,27310,-40039,33803
西立川,-39831,-32793,33812
京王堀之内,-39222,-41576,33845
南万騎が原,-27866,-60688,33887
希望ヶ丘,-29031,-59802,33989
南平,-39908,-38170,34007
姉ヶ崎,18926,-57821,34028
つきみ野,-33980,-54236,34042
沼南,-18922,-3194,34058
千葉ニュータウン中央,25565,-22130,34060
三ツ境,-30018,-58995,34084
武蔵砂川,-39892,-29995,34148
蓮田,-16264,-2074,34214
東戸塚,-25135,-63207,34261
相模大野,-35860,-51827,34340
上大岡,-21499,-65502,34416
狭山ヶ丘,-37622,-20954,34426
志津,28191,-31307,34437
磯子,-19516,-66480,34471
湖北,22089,-14706,34561
東中神,-40605,-32494,34603
古淵,-37540,-49182,34623
入曽,-36693,-18520,34648
南守谷,15287,-7299,34773
千葉寺,27080,-45406,34829
丸山,-18828,-2243,34907
東林間,-35754,-53179,34942
豊田,-40913,-37688,34963
井野,28513,-29587,34969
蘇我,26953,-46316,34999
戸頭,16329,-7821,35020
五井,23257,-53986,35085
中学校,28503,-28786,35086
都賀,28566,-40394,35100
瀬谷,-31831,-58698,35178
中央林間,-35215,-54535,35230
稲戸井,17087,-8180,35238
平山城址公園,-41060,-39034,35248
武蔵藤沢,-38002,-19794,35251
緑園都市,-28282,-62153,35281
姫宮,-8532,494,35317
川越,-31603,-10296,35341
取手,20707,-11639,35366
公園,28984,-29825,35401
屏風浦,-20247,-67193,35416
中神,-41408,-32188,35424
港南中央,-21991,-66402,35440
地区センター,29113,-30331,35463
ユーカリが丘,29206,-30819,35498
上尾,-22052,-2965,35562
ゆめみ野,18211,-8755,35564
守谷,14314,-5534,35616
女子大,29109,-29004,35648
新取手,18846,-9115,35742
南林間,-34959,-55891,35802
新杉田,-19432,-68008,35852
南大沢,-41083,-42720,35907
鶴間,-34722,-56450,35946
小宮,-42078,-34746,36003
本川越,-31787,-9520,36014
淵野辺,-39677,-47799,36052
南大塚,-34229,-12171,36081
寺原,19988,-9771,36091
南部市場,-18182,-68745,36099
西武立川,-41946,-30279,36147
八幡宿,25998,-51422,36153
西取手,20407,-10118,36158
鳥浜,-17402,-69080,36162
志久,-19036,-975,36164
四街道,30018,-37361,36189
上永谷,-23665,-66382,36205
桜木,29676,-40844,36269
杉田,-19780,-68329,36280
川越市,-32151,-9467,36311
浜野,27094,-49650,36367
小田急相模原,-37216,-53668,36444
新木,24719,-15231,36452
北八王子,-42543,-36590,36515
新狭山,-36077,-13888,36535
大森台,28659,-46107,36548
長沼,-42332,-39530,36573
矢部,-40496,-47270,36632
大和,-33745,-58759,36643
並木北,-17318,-69653,36682
祗園,10451,-67489,36685
下永谷,-24913,-66224,36692
昭島,-42679,-31714,36728
新守谷,13749,-3716,36814
木更津,8431,-68599,36839
上総村上,24231,-55869,36946
弥生台,-29663,-63196,36964
舞岡,-25620,-66247,37080
狭山市,-37930,-15753,37083
伊奈中央,-19500,-38,37205
北上尾,-23062,-1617,37221
小倉台,30660,-41239,37306
並木中央,-17297,-70381,37369
多摩境,-42259,-44084,37372
洋光台,-21487,-68893,37473
上総清川,12019,-67574,37492
稲荷山公園,-39197,-17144,37504
北野,-43391,-39336,37598
京急富岡,-18498,-70239,37613
東武動物公園,-9593,2745,37647
いずみ野,-30709,-63240,37674
相模原,-41933,-46333,37686
布佐,27065,-16672,37743
白岡,-15003,1985,37792
桜ヶ丘,-33368,-60897,37806
西川越,-33698,-8911,37815
京成臼井,31432,-29896,37818
相模大塚,-35591,-58669,37999
戸塚,-27108,-66403,38015
小絹,13527,-2082,38086
幸浦,-17234,-71164,38098
入間市,-40024,-17349,38142
学園前,29467,-48716,38193
千城台北,31582,-41264,38218
能見台,-18548,-70925,38278
羽貫,-20266,817,38282
中田,-29254,-65280,38342
拝島,-44252,-30835,38376
木下,28425,-17829,38420
京王八王子,-44392,-37832,38442
踊場,-28602,-65891,38445
東清川,13859,-67663,38491
印西牧の原,30167,-21735,38504
相武台前,-38537,-55459,38512
産業振興センター,-16996,-71716,38558
港南台,-23359,-69290,38635
立場,-30208,-64919,38644
八王子,-44646,-38158,38723
さがみ野,-36691,-58558,38791
片倉,-44572,-39864,38837
千城台,32176,-41839,38904
福浦,-16796,-72139,38909
桶川,-24262,-140,39086
箱根ヶ崎,-43995,-25220,39096
京王片倉,-44950,-39342,39147
熊川,-45014,-30030,39223
上溝,-42626,-48975,39226
内宿,-21034,1556,39255
物井,33215,-34805,39291
南橋本,-43585,-46445,39295
おゆみ野,30192,-49871,39298
高座渋谷,-33469,-62936,39315
的場,-35912,-9075,39354
いずみ中央,-31435,-64835,39358
市大医学部,-16652,-72772,39479
東福生,-44989,-28084,39479
牛浜,-45186,-29359,39479
橋本,-44241,-44840,39480
原当麻,-41532,-52158,39506
和戸,-11915,4406,39576
下溝,-41071,-53344,39635
海士有木,26402,-57459,39637
番田,-42633,-50337,39747
鎌取,31311,-48466,39827
八王子みなみ野,-45499,-40790,39886
新白岡,-14547,4255,39902
海の公園柴口,-17945,-72968,40031
八景島,-17498,-73105,40032
かしわ台,-37886,-59069,40050
福生,-45729,-28452,40149
座間,-39331,-57494,40297
金沢文庫,-19230,-72841,40311
相原,-45449,-43493,40336
仏子,-42743,-17906,40346
ちはら台,30538,-51698,40351
青堀,2322,-74267,40413
ゆめが丘,-31877,-65882,40445
本郷台,-25735,-70094,40456
横田,16970,-68079,40531
山田,-46418,-39335,40604
相武台下,-40556,-56181,40606
下飯田,-31830,-66134,40610
海の公園南口,-18289,-73513,40654
杉戸高野台,-10702,5703,40704
笠幡,-38547,-10169,40718
上総三又,26630,-59212,40850
長後,-33422,-65144,40895
君津,5670,-73930,40916
藤代,25703,-8776,41034
印旛日本医大,33394,-23478,41043
西八王子,-47203,-38009,41258
東秋留,-47192,-30280,41358
東横田,18406,-68081,41366
野島公園,-18343,-74246,41370
羽村,-46755,-26732,41460
鶴ヶ島,-36931,-6943,41528
金沢八景,-19169,-74171,41551
上総山田,26580,-60524,41610
元加治,-44081,-17579,41699
めじろ台,-47531,-39410,41719
佐倉,35601,-32131,41757
小林,32504,-18718,41772
光風台,25496,-62139,41804
金子,-45611,-20871,41897
水海道,14246,1988,41973
みらい平,18484,-601,42052
湘南台,-33324,-66886,42144
京成佐倉,35872,-30414,42169
大船,-27430,-71615,42615
海老名,-40039,-60547,42658
久喜,-14027,7283,42766
六浦,-20169,-75115,42767
武蔵高萩,-41722,-10809,42933
六会日大前,-32943,-68306,42998
馬立,25552,-63893,43016
佐貫,27515,-7789,43063
狭間,-48875,-39740,43091
小作,-48012,-24715,43118
追浜,-18951,-75902,43132
幸手,-10666,8224,43206
誉田,34494,-50190,43413
北水海道,14373,3572,43425
若葉,-38311,-5582,43464
富士見町,-27632,-72585,43557
北鎌倉,-26249,-73411,43620
秋川,-49445,-30033,43625
北本,-27015,3612,43694
入地,29231,-8936,43728
東飯能,-45811,-16188,43852
高尾,-49871,-39536,44058
大佐倉,37757,-29882,44100
厚木,-41281,-61609,44290
馬来田,20462,-70223,44311
飯能,-46472,-16385,44370
湘南町屋,-28235,-73415,44576
大貫,2027,-78587,44593
竜ヶ崎,31189,-10090,44677
京急田浦,-18929,-77525,44678
善行,-32721,-70656,44723
中妻,14179,5256,44829
河辺,-49654,-23739,44945
坂戸,-39625,-4675,45047
神武寺,-21865,-76935,45056
高麗川,-44703,-11384,45138
武蔵引田,-50952,-29843,45143
下郡,20183,-71536,45206
湘南深沢,-28583,-73955,45218
鎌倉,-25722,-75479,45233
田浦,-17809,-78435,45246
高尾山口,-51038,-40639,45349
東鷲宮,-13835,9955,45361
南酒々井,39327,-32720,45446
一本松,-41796,-6533,45512
東逗子,-21055,-77771,45567
本厚木,-42576,-62114,45627
清滝,-51321,-40781,45648
安針塚,-17323,-79120,45786
横須賀,-16230,-79395,45798
藤沢本町,-32492,-72252,45883
西大家,-43029,-7465,45927
京成酒々井,39513,-29100,45935
北坂戸,-39365,-3020,45980
和田塚,-26183,-76096,45988
社家,-41422,-64205,46020
東青梅,-50668,-23174,46067
汐入,-15538,-79829,46074
安食,36944,-18149,46106
横須賀中央,-14853,-80008,46114
藤沢,-31471,-73322,46193
みどりの,20085,3342,46199
由比ヶ浜,-26529,-76191,46225
逸見,-16447,-79789,46231
酒々井,39989,-29659,46343
武蔵増戸,-52198,-29695,46397
逗子,-23188,-77917,46447
鷲宮,-15881,10701,46484
牛久,27748,-2709,46580
長谷,-27013,-76362,46594
高尾山,-52284,-40776,46602
上総牛久,28064,-66499,46630
新逗子,-22992,-78263,46698
門沢橋,-41169,-65727,46819
石上,-31613,-74002,46840
県立大学,-14241,-80982,46961
高麗,-47757,-12957,47030
川角,-43927,-6813,47037
宗吾参道,40458,-27383,47110
極楽寺,-27717,-76595,47122
三妻,13490,8160,47148
西鎌倉,-29913,-75455,47183
榎戸,41163,-34954,47239
柳小路,-31648,-74575,47340
鴻巣,-29165,6621,47367
青梅,-51994,-23085,47374
本鵠沼,-32549,-74157,47485
南栗橋,-10848,12559,47536
堀ノ内,-13311,-81737,47553
京急大津,-12553,-81976,47681
馬堀海岸,-11411,-82137,47700
片瀬山,-30647,-75686,47756
倉見,-41326,-67018,47799
稲村ヶ崎,-28288,-77134,47864
小櫃,20586,-74502,47876
鵠沼,-31882,-75228,48016
上総川間,28860,-67844,48130
下総松崎,40145,-21235,48151
新大津,-13026,-82431,48198
七里ヶ浜,-29403,-76915,48199
目白山下,-31081,-76044,48286
高坂,-39274,415,48352
佐貫町,3894,-82097,48398
花崎,-17982,12216,48440
公津の杜,41696,-26505,48475
浦賀,-10764,-82992,48482
辻堂,-35219,-73502,48499
愛甲石田,-44423,-64484,48533
湘南海岸公園,-31825,-75916,48568
鎌倉高校前,-30267,-76858,48574
衣笠,-15681,-82403,48624
鵠沼海岸,-32923,-75296,48641
湘南江の島,-31418,-76286,48669
宮山,-41217,-68443,48694
腰越,-30916,-76680,48747
江ノ島,-31436,-76381,48758
土気,39578,-51953,48792
武州長瀬,-45754,-6316,48807
武蔵五日市,-54747,-29548,48947
万博記念公園,20363,6503,48987
武蔵横手,-49896,-12589,49100
北久里浜,-13372,-83296,49104
成田湯川,41408,-22141,49125
宮ノ平,-53877,-23402,49128
片瀬江ノ島,-31864,-76569,49143
俵田,20739,-76012,49220
寒川,-40529,-70056,49341
香川,-39397,-71293,49465
上総鶴舞,30136,-68585,49567
南石下,12660,11360,49759
日向和田,-54580,-23280,49839
東毛呂,-46731,-5739,49938
上総久保,29179,-70128,49954
八街,43827,-37261,49966
毛呂,-47276,-6448,49978
ひたち野うしく,29297,878,50196
栗橋,-12536,15066,50220
北茅ヶ崎,-38711,-73173,50423
石神前,-54972,-22370,50437
成田,43423,-24612,50522
京成成田,43589,-24714,50665
久里浜,-12052,-85062,50679
武州唐沢,-47275,-5174,50709
東松山,-38913,3949,50744
加須,-21402,13666,50772
高滝,28805,-71723,50839
京急久里浜,-11934,-85253,50855
東吾野,-51734,-11778,51106
茅ヶ崎,-38667,-74176,51164
石下,12697,12996,51292
北鴻巣,-32094,9544,51360
二俣尾,-55780,-21575,51418
久留里,22034,-78098,51675
里見,28379,-73484,51850
越生,-48140,-3995,52101
伊勢原,-47193,-66875,52188
軍畑,-56545,-21167,52262
研究学園,22420,9144,52322
上総湊,3428,-86330,52461
荒川沖,29978,3445,52514
大網,43330,-52878,52631
相模湖,-58412,-42265,52876
玉村,12296,15043,53062
飯給,28099,-75340,53070
ＹＲＰ野比,-13481,-87347,53129
森林公園,-41267,5108,53161
平山,21044,-80486,53182
永田,43356,-55007,53426
沢井,-57834,-21340,53465
つくば,24965,9180,53779
京急長沢,-14495,-88136,54059
本納,43032,-57347,54062
吹上,-34189,11481,54098
久住,45673,-18500,54235
御嶽,-58811,-21837,54290
日向,47923,-41109,54373
福俵,46108,-50231,54435
月崎,27853,-77379,54493
竹岡,-300,-89019,54588
吾野,-54826,-10002,54666
上総松丘,20991,-82271,54699
南羽生,-24869,16636,54703
つきのわ,-43950,4937,54851
平塚,-44032,-74482,54958
宗道,12350,17052,54969
津久井浜,-15341,-88947,54997
新茂原,42336,-60981,55068
大山ケーブル,-53466,-63312,55339
大山寺,-53778,-63103,55500
明覚,-49052,532,55597
阿夫利神社,-54091,-62875,55653
鶴巻温泉,-50520,-68571,55858
東金,48070,-48675,55910
滝本,-60720,-22421,56016
武蔵嵐山,-45556,5042,56046
行田,-36122,12710,56161
藤野,-61782,-42389,56231
川井,-60465,-20454,56234
三浦海岸,-16388,-90037,56253
上総大久保,28434,-79460,56489
古河,-11117,21577,56539
御岳山,-61429,-23126,56558
新古河,-13159,21389,56572
茂原,42744,-63487,56655
滑河,46459,-13517,56658
成田空港,50000,-25850,56774
東海大学前,-51101,-69424,56838
東成田,50083,-25410,56927
空港第2ビル,50113,-25047,57018
古里,-61645,-20163,57449
西吾野,-56932,-7915,57497
羽生,-26928,18923,57570
三崎口,-18215,-91151,57706
東行田,-32845,16407,57727
浜金谷,-1008,-92280,57766
行田市,-33704,16000,57772
芝山千代田,51210,-27142,57787
下妻,11796,20232,57801
持田,-35255,15339,57957
上総亀山,23316,-85041,58261
求名,51010,-46467,58278
武州荒木,-31018,18087,58417
柳生,-15590,22935,58451
新郷,-29042,19049,58484
大磯,-47289,-76263,58507
西羽生,-27784,19636,58546
ソシオ流通センター,-36793,15222,58648
養老渓谷,29665,-81337,58728
土浦,33585,8784,58882
成東,52270,-43277,58967
鳩ノ巣,-63652,-20284,59363
上野原,-65035,-42094,59417
正丸,-58813,-6649,59751
大宝,12306,22549,60163
秦野,-55179,-69716,60289
野木,-8857,25512,60313
板倉東洋大前,-16605,24669,60332
白丸,-64930,-20650,60517
熊谷,-39955,15535,60624
保田,439,-95245,60858
八積,46506,-66006,61176
上熊谷,-40725,15969,61414
川俣,-27588,23219,61820
奥多摩,-66550,-20895,62039
大多喜,37339,-79075,62054
城見ヶ丘,38121,-78496,62195
上総中野,33330,-83139,62414
石原,-41783,16471,62429
騰波ノ江,12851,24776,62450
下総神崎,52118,-11512,62656
松尾,56581,-40164,62890
渋沢,-58954,-69249,63145
二宮,-52438,-77654,63177
ひろせ野鳥の森,-43326,16324,63205
四方津,-68820,-42543,63229
西畑,34746,-83080,63273
間々田,-6490,28615,63354
茂林寺前,-27534,25157,63622
安房勝山,6,-98285,63838
小谷松,38002,-81020,63914
藤岡,-16870,28373,64027
大麻生,-45123,16162,64152
東武竹沢,-53655,8526,64309
上総一ノ宮,48355,-69243,64447
東総元,37696,-82079,64476
上総中川,40681,-79485,64719
竹沢,-54346,8545,64834
神立,37382,13441,64882
黒子,12731,27436,64955
久我原,37704,-83102,65237
芦ヶ久保,-62887,-2392,65373
総元,37044,-84175,65600
明戸,-47699,15984,65614
横芝,59523,-37324,65649
館林,-27458,27403,65716
宮脇,23983,23846,65845
岩井,1507,-100616,66314
大戸,56370,-12031,66445
梁川,-72121,-43390,66611
成島,-29456,27685,66657
武川,-49639,15917,66811
籠原,-45254,19469,66882
筑波山頂,24066,25066,66970
東浪見,49383,-72335,67001
男衾,-53959,12133,67005
渡瀬,-26584,29091,67042
国吉,43723,-79724,67110
国府津,-56251,-79547,67273
下曽我,-59103,-77071,67854
ふかや花園,-52650,14659,67892
大田郷,11353,30881,67893
上大井,-60890,-75035,68034
相模金子,-62068,-73699,68215
松田,-63098,-72334,68302
飯倉,62279,-34719,68354
新松田,-63070,-72489,68364
新田野,45048,-80210,68420
結城,3566,33072,68491
小田林,1820,33373,68566
東結城,5216,32911,68584
折原,-57449,10858,68690
横瀬,-66282,-1469,68786
本中野,-32690,28735,68827
川島,7455,32836,68915
太東,49821,-75292,69059
鉢形,-56238,12798,69108
田島,-24111,32234,69357
多々良,-29918,30416,69379
小前田,-54989,14477,69388
小山,-2418,34643,69476
篠塚,-34798,28563,69512
鳥沢,-75184,-43168,69621
玉戸,9449,33131,69621
佐原,59620,-11455,69698
開成,-63415,-74496,69776
玉淀,-56994,13160,69907
東山北,-65951,-71018,70010
鴨宮,-59420,-80156,70061
静和,-13325,35129,70241
桜沢,-56263,14462,70281
西武秩父,-67655,-848,70289
栢山,-62813,-76258,70308
御花畑,-67595,-587,70362
寄居,-57582,13204,70366
上総東,46545,-81611,70471
